rule_set,category,rule_id,description
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942180,Detects basic SQL authentication bypass attempts 1/3
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942190,Detects MSSQL code execution and information gathering attempts
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942200,Detects MySQL comment-/space-obfuscated injections and backtick termination
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942210,Detects chained SQL injection attempts 1/2
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942220,"Looking for intiger overflow attacks, these are taken from skipfish, except 3.0.00738585072007e-308 is the \""magic number\"" crash"
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942230,Detects conditional SQL injection attempts
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942240,Detects MySQL charset switch and MSSQL DoS attempts
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942250,"Detects MATCH AGAINST, MERGE and EXECUTE IMMEDIATE injections"
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942251,Detects HAVING injections
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942260,Detects basic SQL authentication bypass attempts 2/3
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942270,"Looking for basic sql injection. Common attack string for mysql, oracle and others."
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942280,"Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts"
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942290,Finds basic MongoDB SQL injection attempts
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942300,"Detects MySQL comments, conditions and ch(a)r injections"
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942310,Detects chained SQL injection attempts 2/2
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942320,Detects MySQL and PostgreSQL stored procedure/function injections
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942330,Detects classic SQL injection probings 1/2
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942340,Detects basic SQL authentication bypass attempts 3/3
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942350,Detects MySQL UDF injection and other data/structure manipulation attempts
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942360,Detects concatenated basic SQL injection and SQLLFI attempts
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942370,Detects classic SQL injection probings 2/2
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942380,SQL Injection Attack
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942390,SQL Injection Attack
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942400,SQL Injection Attack
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942410,SQL Injection Attack
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942420,Restricted SQL Character Anomaly Detection (cookies): # of special characters exceeded (8)
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942421,Restricted SQL Character Anomaly Detection (cookies): # of special characters exceeded (3)
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942430,Restricted SQL Character Anomaly Detection (args): # of special characters exceeded (12)
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942431,Restricted SQL Character Anomaly Detection (args): # of special characters exceeded (6)
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942432,Restricted SQL Character Anomaly Detection (args): # of special characters exceeded (2)
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942440,SQL Comment Sequence Detected.
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942450,SQL Hex Encoding Identified
OWASP_3.0,REQUEST-942-APPLICATION-ATTACK-SQLI,942460,Meta-Character Anomaly Detection Alert - Repetitive Non-Word Characters
OWASP_3.0,REQUEST-943-APPLICATION-ATTACK-SESSION-FIXATION,943100,Possible Session Fixation Attack: Setting Cookie Values in HTML
OWASP_3.0,REQUEST-943-APPLICATION-ATTACK-SESSION-FIXATION,943110,Possible Session Fixation Attack: SessionID Parameter Name with Off-Domain Referer
OWASP_3.0,REQUEST-943-APPLICATION-ATTACK-SESSION-FIXATION,943120,Possible Session Fixation Attack: SessionID Parameter Name with No Referer
OWASP_3.0,Known-CVEs,800100,Rule to help detect and mitigate log4j vulnerability - CVE-2021-44228
OWASP_3.0,Known-CVEs,800110,Spring4Shell Interaction Attempt
OWASP_3.0,Known-CVEs,800111,Attempted Spring Cloud routing-expression injection - CVE-2022-22963
OWASP_3.0,Known-CVEs,800112,Attempted Spring Framework unsafe class object exploitation - CVE-2022-22965
OWASP_3.0,Known-CVEs,800113,Attempted Spring Cloud Gateway Actuator injection - CVE-2022-22947
OWASP_2.2.9,Anomaly Detection,980130,Inbound Anomaly Score Exceeded
OWASP_2.2.9,Anomaly Detection,949110,Inbound Anomaly Score Exceeded
OWASP_2.2.9,General,200004,Possible Multipart Unmatched Boundary.
OWASP_2.2.9,crs_20_protocol_violations,950107,URL Encoding Abuse Attack Attempt
OWASP_2.2.9,crs_20_protocol_violations,950108,URL Encoding Abuse Attack Attempt
OWASP_2.2.9,crs_20_protocol_violations,950109,Multiple URL Encoding Detected
OWASP_2.2.9,crs_20_protocol_violations,950116,Unicode Full/Half Width Abuse Attack Attempt
OWASP_2.2.9,crs_20_protocol_violations,950801,UTF8 Encoding Abuse Attack Attempt
OWASP_2.2.9,crs_20_protocol_violations,958230,Range: Invalid Last Byte Value.
OWASP_2.2.9,crs_20_protocol_violations,958231,Range: Too many fields
OWASP_2.2.9,crs_20_protocol_violations,958291,Range: field exists and begins with 0.
OWASP_2.2.9,crs_20_protocol_violations,958295,Multiple/Conflicting Connection Header Data Found.
OWASP_2.2.9,crs_20_protocol_violations,960000,Attempted multipart/form-data bypass
OWASP_2.2.9,crs_20_protocol_violations,960011,GET or HEAD Request with Body Content.
OWASP_2.2.9,crs_20_protocol_violations,960012,POST request missing Content-Length Header.
OWASP_2.2.9,crs_20_protocol_violations,960016,Content-Length HTTP header is not numeric.
OWASP_2.2.9,crs_20_protocol_violations,960018,Invalid character in request
OWASP_2.2.9,crs_20_protocol_violations,960020,Pragma Header requires Cache-Control Header for HTTP/1.1 requests.
OWASP_2.2.9,crs_20_protocol_violations,960022,Expect Header Not Allowed for HTTP 1.0.
OWASP_2.2.9,crs_20_protocol_violations,960901,Invalid character in request
OWASP_2.2.9,crs_20_protocol_violations,960902,Invalid Use of Identity Encoding.
OWASP_2.2.9,crs_20_protocol_violations,960911,Invalid HTTP Request Line
OWASP_2.2.9,crs_20_protocol_violations,960912,Failed to parse request body.
OWASP_2.2.9,crs_20_protocol_violations,960914,"Multipart request body failed strict validation:     PE %{REQBODY_PROCESSOR_ERROR},     BQ %{MULTIPART_BOUNDARY_QUOTED},     BW %{MULTIPART_BOUNDARY_WHITESPACE},     DB %{MULTIPART_DATA_BEFORE},     DA %{MULTIPART_DATA_AFTER},     HF %{MULTIPART_HEADER_FOLDING},     LF %{MULTIPART_LF_LINE},     SM %{MULTIPART_SEMICOLON_MISSING},     IQ %{MULTIPART_INVALID_QUOTING},     IH %{MULTIPART_INVALID_HEADER_FOLDING},     FLE %{MULTIPART_FILE_LIMIT_EXCEEDED}"
OWASP_2.2.9,crs_20_protocol_violations,960915,Multipart parser detected a possible unmatched boundary.
OWASP_2.2.9,crs_20_protocol_violations,981227,Apache Error: Invalid URI in Request.
OWASP_2.2.9,crs_21_protocol_anomalies,960006,Empty User Agent Header
OWASP_2.2.9,crs_21_protocol_anomalies,960007,Empty Host Header
OWASP_2.2.9,crs_21_protocol_anomalies,960008,Request Missing a Host Header
OWASP_2.2.9,crs_21_protocol_anomalies,960009,Request Missing a User Agent Header
OWASP_2.2.9,crs_21_protocol_anomalies,960015,Request Missing an Accept Header
OWASP_2.2.9,crs_21_protocol_anomalies,960017,Host header is a numeric IP address
OWASP_2.2.9,crs_21_protocol_anomalies,960021,Request Has an Empty Accept Header
OWASP_2.2.9,crs_21_protocol_anomalies,960904,"Request Containing Content, but Missing Content-Type header"
OWASP_2.2.9,crs_23_request_limits,960208,Argument value too long
OWASP_2.2.9,crs_23_request_limits,960209,Argument name too long
OWASP_2.2.9,crs_23_request_limits,960335,Too many arguments in request
OWASP_2.2.9,crs_23_request_limits,960341,Total arguments size exceeded
OWASP_2.2.9,crs_23_request_limits,960342,Uploaded file size too large
OWASP_2.2.9,crs_23_request_limits,960343,Total uploaded files size too large
OWASP_2.2.9,crs_30_http_policy,960010,Request content type is not allowed by policy
OWASP_2.2.9,crs_30_http_policy,960032,Method is not allowed by policy
OWASP_2.2.9,crs_30_http_policy,960034,HTTP protocol version is not allowed by policy
OWASP_2.2.9,crs_30_http_policy,960035,URL file extension is restricted by policy
OWASP_2.2.9,crs_30_http_policy,960038,HTTP header is restricted by policy
OWASP_2.2.9,crs_35_bad_robots,990002,Request Indicates a Security Scanner Scanned the Site
OWASP_2.2.9,crs_35_bad_robots,990012,Rogue web site crawler
OWASP_2.2.9,crs_35_bad_robots,990901,Request Indicates a Security Scanner Scanned the Site
OWASP_2.2.9,crs_35_bad_robots,990902,Request Indicates a Security Scanner Scanned the Site
OWASP_2.2.9,crs_40_generic_attacks,950000,Session Fixation
OWASP_2.2.9,crs_40_generic_attacks,950002,System Command Access
OWASP_2.2.9,crs_40_generic_attacks,950003,Session Fixation
OWASP_2.2.9,crs_40_generic_attacks,950005,Remote File Access Attempt
OWASP_2.2.9,crs_40_generic_attacks,950006,System Command Injection
OWASP_2.2.9,crs_40_generic_attacks,950008,Injection of Undocumented ColdFusion Tags
OWASP_2.2.9,crs_40_generic_attacks,950009,Session Fixation Attack
OWASP_2.2.9,crs_40_generic_attacks,950010,LDAP Injection Attack
OWASP_2.2.9,crs_40_generic_attacks,950011,SSI injection Attack
OWASP_2.2.9,crs_40_generic_attacks,950012,HTTP Request Smuggling Attack.
OWASP_2.2.9,crs_40_generic_attacks,950018,Universal PDF XSS URL Detected.
OWASP_2.2.9,crs_40_generic_attacks,950019,Email Injection Attack
OWASP_2.2.9,crs_40_generic_attacks,950117,Remote File Inclusion Attack
OWASP_2.2.9,crs_40_generic_attacks,950118,Remote File Inclusion Attack
OWASP_2.2.9,crs_40_generic_attacks,950119,Remote File Inclusion Attack
OWASP_2.2.9,crs_40_generic_attacks,950120,Possible Remote File Inclusion (RFI) Attack: Off-Domain Reference/Link
OWASP_2.2.9,crs_40_generic_attacks,950907,System Command Injection
OWASP_2.2.9,crs_40_generic_attacks,950910,HTTP Response Splitting Attack
OWASP_2.2.9,crs_40_generic_attacks,950911,HTTP Response Splitting Attack
OWASP_2.2.9,crs_40_generic_attacks,958976,PHP Injection Attack
OWASP_2.2.9,crs_40_generic_attacks,958977,PHP Injection Attack
OWASP_2.2.9,crs_40_generic_attacks,959151,PHP Injection Attack
OWASP_2.2.9,crs_40_generic_attacks,960024,Meta-Character Anomaly Detection Alert - Repetative Non-Word Characters
OWASP_2.2.9,crs_40_generic_attacks,981133,Rule 981133
OWASP_2.2.9,crs_40_generic_attacks,981134,Rule 981134
OWASP_2.2.9,crs_41_sql_injection_attacks,950001,SQL Injection Attack
OWASP_2.2.9,crs_41_sql_injection_attacks,950007,Blind SQL Injection Attack
OWASP_2.2.9,crs_41_sql_injection_attacks,950901,SQL Injection Attack: SQL Tautology Detected.
OWASP_2.2.9,crs_41_sql_injection_attacks,950908,SQL Injection Attack.
OWASP_2.2.9,crs_41_sql_injection_attacks,959070,SQL Injection Attack
OWASP_2.2.9,crs_41_sql_injection_attacks,959071,SQL Injection Attack
OWASP_2.2.9,crs_41_sql_injection_attacks,959072,SQL Injection Attack
OWASP_2.2.9,crs_41_sql_injection_attacks,959073,SQL Injection Attack
OWASP_2.2.9,crs_41_sql_injection_attacks,981172,Restricted SQL Character Anomaly Detection Alert - Total # of special characters exceeded
OWASP_2.2.9,crs_41_sql_injection_attacks,981173,Restricted SQL Character Anomaly Detection Alert - Total # of special characters exceeded
OWASP_2.2.9,crs_41_sql_injection_attacks,981231,SQL Comment Sequence Detected.
OWASP_2.2.9,crs_41_sql_injection_attacks,981240,"Detects MySQL comments, conditions and ch(a)r injections"
OWASP_2.2.9,crs_41_sql_injection_attacks,981241,Detects conditional SQL injection attempts
OWASP_2.2.9,crs_41_sql_injection_attacks,981242,Detects classic SQL injection probings 1/2
OWASP_2.2.9,crs_41_sql_injection_attacks,981243,Detects classic SQL injection probings 2/2
OWASP_2.2.9,crs_41_sql_injection_attacks,981244,Detects basic SQL authentication bypass attempts 1/3
OWASP_2.2.9,crs_41_sql_injection_attacks,981245,Detects basic SQL authentication bypass attempts 2/3
OWASP_2.2.9,crs_41_sql_injection_attacks,981246,Detects basic SQL authentication bypass attempts 3/3
OWASP_2.2.9,crs_41_sql_injection_attacks,981247,Detects concatenated basic SQL injection and SQLLFI attempts
OWASP_2.2.9,crs_41_sql_injection_attacks,981248,Detects chained SQL injection attempts 1/2
OWASP_2.2.9,crs_41_sql_injection_attacks,981249,Detects chained SQL injection attempts 2/2
OWASP_2.2.9,crs_41_sql_injection_attacks,981250,Detects SQL benchmark and sleep injection attempts including conditional queries
OWASP_2.2.9,crs_41_sql_injection_attacks,981251,Detects MySQL UDF injection and other data/structure manipulation attempts
OWASP_2.2.9,crs_41_sql_injection_attacks,981252,Detects MySQL charset switch and MSSQL DoS attempts
OWASP_2.2.9,crs_41_sql_injection_attacks,981253,Detects MySQL and PostgreSQL stored procedure/function injections
OWASP_2.2.9,crs_41_sql_injection_attacks,981254,"Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts"
OWASP_2.2.9,crs_41_sql_injection_attacks,981255,Detects MSSQL code execution and information gathering attempts
OWASP_2.2.9,crs_41_sql_injection_attacks,981256,"Detects MATCH AGAINST, MERGE, EXECUTE IMMEDIATE and HAVING injections"
OWASP_2.2.9,crs_41_sql_injection_attacks,981257,Detects MySQL comment-/space-obfuscated injections and backtick termination
OWASP_2.2.9,crs_41_sql_injection_attacks,981260,SQL Hex Encoding Identified
OWASP_2.2.9,crs_41_sql_injection_attacks,981270,Finds basic MongoDB SQL injection attempts
OWASP_2.2.9,crs_41_sql_injection_attacks,981272,Detects blind sqli tests using sleep() or benchmark().
OWASP_2.2.9,crs_41_sql_injection_attacks,981276,"Looking for basic sql injection. Common attack string for mysql, oracle and others."
OWASP_2.2.9,crs_41_sql_injection_attacks,981277,"Looking for integer overflow attacks, these are taken from skipfish, except 2.2.90738585072007e-308 is the \""magic number\"" crash"
OWASP_2.2.9,crs_41_sql_injection_attacks,981300,Rule 981300
OWASP_2.2.9,crs_41_sql_injection_attacks,981301,Rule 981301
OWASP_2.2.9,crs_41_sql_injection_attacks,981302,Rule 981302
OWASP_2.2.9,crs_41_sql_injection_attacks,981303,Rule 981303
OWASP_2.2.9,crs_41_sql_injection_attacks,981304,Rule 981304
OWASP_2.2.9,crs_41_sql_injection_attacks,981305,Rule 981305
OWASP_2.2.9,crs_41_sql_injection_attacks,981306,Rule 981306
OWASP_2.2.9,crs_41_sql_injection_attacks,981307,Rule 981307
OWASP_2.2.9,crs_41_sql_injection_attacks,981308,Rule 981308
OWASP_2.2.9,crs_41_sql_injection_attacks,981309,Rule 981309
OWASP_2.2.9,crs_41_sql_injection_attacks,981310,Rule 981310
OWASP_2.2.9,crs_41_sql_injection_attacks,981311,Rule 981311
OWASP_2.2.9,crs_41_sql_injection_attacks,981312,Rule 981312
OWASP_2.2.9,crs_41_sql_injection_attacks,981313,Rule 981313
OWASP_2.2.9,crs_41_sql_injection_attacks,981314,Rule 981314
OWASP_2.2.9,crs_41_sql_injection_attacks,981315,Rule 981315
OWASP_2.2.9,crs_41_sql_injection_attacks,981316,Rule 981316
OWASP_2.2.9,crs_41_sql_injection_attacks,981317,SQL SELECT Statement Anomaly Detection Alert
OWASP_2.2.9,crs_41_sql_injection_attacks,981318,SQL Injection Attack: Common Injection Testing Detected
OWASP_2.2.9,crs_41_sql_injection_attacks,981319,SQL Injection Attack: SQL Operator Detected
OWASP_2.2.9,crs_41_sql_injection_attacks,981320,SQL Injection Attack: Common DB Names Detected
OWASP_2.2.9,crs_41_xss_attacks,958000,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958001,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958002,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958003,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958004,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958005,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958006,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958007,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958008,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958009,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958010,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958011,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958012,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958013,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958016,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958017,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958018,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958019,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958020,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958022,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958023,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958024,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958025,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958026,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958027,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958028,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958030,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958031,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958032,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958033,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958034,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958036,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958037,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958038,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958039,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958040,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958041,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958045,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958046,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958047,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958049,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958051,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958052,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958054,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958056,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958057,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958059,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958404,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958405,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958406,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958407,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958408,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958409,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958410,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958411,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958412,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958413,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958414,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958415,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958416,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958417,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958418,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958419,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958420,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958421,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958422,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,958423,Cross-site Scripting (XSS) Attack
OWASP_2.2.9,crs_41_xss_attacks,973300,Possible XSS Attack Detected - HTML Tag Handler
OWASP_2.2.9,crs_41_xss_attacks,973301,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973302,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973303,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973304,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973305,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973306,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973307,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973308,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973309,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973310,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973311,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973312,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973313,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973314,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973315,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973316,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973317,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973318,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973319,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973320,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973321,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973322,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973323,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973324,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973325,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973326,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973327,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973328,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973329,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973330,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973331,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973332,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973333,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973334,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973335,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973336,XSS Filter - Category 1: Script Tag Vector
OWASP_2.2.9,crs_41_xss_attacks,973337,XSS Filter - Category 2: Event Handler Vector
OWASP_2.2.9,crs_41_xss_attacks,973338,XSS Filter - Category 3: Javascript URI Vector
OWASP_2.2.9,crs_41_xss_attacks,973344,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973345,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973346,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973347,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973348,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,981018,Rule 981018
OWASP_2.2.9,crs_41_xss_attacks,981136,Rule 981136
OWASP_2.2.9,crs_42_tight_security,950103,Path Traversal Attack
OWASP_2.2.9,crs_45_trojans,950110,Backdoor access
OWASP_2.2.9,crs_45_trojans,950921,Backdoor access
OWASP_2.2.9,crs_49_inbound_blocking,981175,Inbound Attack Targeting OSVDB Flagged Resource.
OWASP_2.2.9,crs_49_inbound_blocking,981176,"Inbound Anomaly Score Exceeded (Total Score: %{TX.ANOMALY_SCORE}, SQLi=%{TX.SQL_INJECTION_SCORE}, XSS=%{TX.XSS_SCORE}): Last Matched Message: %{tx.msg}"
Microsoft_BotManagerRuleSet_0.1,Anomaly Detection,980130,Inbound Anomaly Score Exceeded
Microsoft_BotManagerRuleSet_0.1,Anomaly Detection,949110,Inbound Anomaly Score Exceeded
Microsoft_BotManagerRuleSet_0.1,KnownBadBots,1,Malicious Bots
Microsoft_BotManagerRuleSet_1.0,Anomaly Detection,980130,Inbound Anomaly Score Exceeded
Microsoft_BotManagerRuleSet_1.0,Anomaly Detection,949110,Inbound Anomaly Score Exceeded
Microsoft_BotManagerRuleSet_1.0,BadBots,100100,Malicious bots detected by threat intelligence
Microsoft_BotManagerRuleSet_1.0,BadBots,100200,Malicious bots that have falsified their identity
Microsoft_BotManagerRuleSet_1.0,GoodBots,200100,Search engine crawlers
Microsoft_BotManagerRuleSet_1.0,GoodBots,200200,Unverified search engine crawlers
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300100,Unspecified identity
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300200,Tools and frameworks for web crawling and attacks
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300300,General purpose HTTP clients and SDKs
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300400,Service agents
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300500,Site health monitoring services
